user_id,group_id,cqchat_id,course_id,group_member,useragent,clientip,os,time,page,course_begin,course_end,course_begin_timestamp,course_begin_timestamp
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:33",1593475593,heatmap,"20-01-01 12:01:00","20-06-30 12:06:00",1577804400,1593442800
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 12:06:50",1593518810,exit,"20-01-01 12:01:00","20-06-30 12:06:00",1577836800,1593475200
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:50",1593475610,discussion,"20-01-01 12:01:00","20-06-30 12:06:00",1577804400,1593442800
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:08",1593475568,discussion,"20-01-01 12:01:00","20-06-30 12:06:00",1577804400,1593442800
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:23",1593475583,discussion,"20-02-02 12:02:00","20-06-30 12:06:00",1580569200,1593442800
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:24",1593475584,discussion,"20-02-02 12:02:00","20-06-30 12:06:00",1580569200,1593442800
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:42",1593475602,discussion,"20-06-30 09:06:42","20-06-30 09:06:42",1593475782,1593475782
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:57",1593475617,discussion,"20-01-05 12:01:00","20-06-24 12:06:00",1578150000,1592924400
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:57",1593475617,discussion,"20-01-05 12:01:00","20-06-24 12:06:00",1578150000,1592924400
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:04",1593475564,discussion,"20-06-01 12:06:00","20-06-01 12:06:00",1590937200,1590937200
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:05",1593475565,discussion,"20-06-01 12:06:00","20-06-01 12:06:00",1590937200,1590937200
1525,34,35,3,"1504,1527,1525","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",127.0.0.1,"Windows 10","20-06-30 09:06:21",1593475581,discussion,"20-06-01 12:06:00","20-06-01 12:06:00",1590937200,1590937200
